name,rating,genre,year,score,votes,director,writer,star,country,budget,gross,company,runtime,profit,cluster
Mortal Thoughts,6,12,1991,5.7,8400,Alan Rudolph,William Reilly,Demi Moore,53,8000000,18784957,Columbia Pictures,103,10784957,3
Another You,6,4,1991,5.4,3700,Maurice Phillips,Ziggy Steinberg,Richard Pryor,53,17000000,2865916,TriStar Pictures,98,-14134084,1
For the Boys,6,4,1991,6.4,5300,Mark Rydell,Neal Jimenez,Bette Midler,53,40000000,23202444,All Girl Productions,138,-16797556,3
Beastmaster 2: Through the Portal of Time,5,0,1991,4.1,3000,Sylvio Tabet,Andre Norton,Marc Singer,53,6000000,869325,Les Films 21,107,-5130675,1
McBain,6,0,1991,4.8,1700,James Glickenhaus,James Glickenhaus,Christopher Walken,53,19599756,456127,Marble Hall,102,-19143629,1
Eve of Destruction,6,0,1991,4.9,2100,Duncan Gibbins,Duncan Gibbins,Gregory Hines,53,13000000,5451119,Nelson Entertainment,99,-7548881,1
A Rage in Harlem,6,4,1991,5.9,2000,Bill Duke,Chester Himes,Forest Whitaker,52,8000000,10438504,Palace Pictures,115,2438504,3
Rhapsody in August,4,6,1991,7.2,6400,Akira Kurosawa,Kiyoko Murata,Sachiko Murase,27,19599756,516431,Feature Film Enterprise II,98,-19083325,3
Kickboxer 2: the Road Back,6,0,1991,4.5,5400,Albert Pyun,Mark DiSalle,Sasha Mitchell,53,19599756,1250712,Kings Road Entertainment,90,-18349044,1
V.I. Warshawski,6,0,1991,5.0,4800,Jeff Kanew,Sara Paretsky,Kathleen Turner,53,19599756,11128309,Hollywood Pictures,89,-8471447,1
The Super,6,4,1991,5.6,5400,Rod Daniel,Sam Simon,Joe Pesci,53,22000000,11000863,Largo Entertainment,95,-10999137,3
Proof,6,6,1992,7.2,6300,Jocelyn Moorhouse,Jocelyn Moorhouse,Hugo Weaving,2,20491222,524668,House & Moorhouse Films,86,-19966554,3
At Play in the Fields of the Lord,6,6,1991,6.8,3100,Hector Babenco,Peter Matthiessen,Tom Berenger,53,36000000,1345903,The Saul Zaentz Company,189,-34654097,0
True Colors,6,6,1991,6.3,5000,Herbert Ross,Kevin Wade,John Cusack,53,20000000,418807,Paramount Pictures,111,-19581193,3
Impromptu,5,3,1991,6.9,4800,James Lapine,Sarah Kernochan,Judy Davis,53,19599756,4076211,C.L.G. Films,107,-15523545,3
A Kiss Before Dying,6,5,1991,5.7,5100,James Dearden,Ira Levin,Matt Dillon,52,15000000,15429177,Universal Pictures,94,429177,3
Guilty by Suspicion,5,6,1991,6.5,8000,Irwin Winkler,Irwin Winkler,Robert De Niro,53,19599756,9480198,Warner Bros.,105,-10119558,3
Scissors,6,9,1991,5.2,2700,Frank De Felitta,Joyce Selznick,Sharon Stone,53,19599756,2368,DDM Film Corporation,105,-19597388,3
Where Angels Fear to Tread,4,6,1992,6.4,2100,Charles Sturridge,E.M. Forster,Helena Bonham Carter,52,20491222,1403033,Sovereign Pictures,116,-19088189,3
Tous les matins du monde,3,3,1991,7.5,6800,Alain Corneau,Pascal Quignard,Gérard Depardieu,14,19599756,3089497,Film Par Film,115,-16510259,0
The Hitman,6,0,1991,5.4,3700,Aaron Norris,Robert Geoffrion,Chuck Norris,53,19599756,4654288,Cannon Pictures,95,-14945468,1
Bingo,4,1,1991,4.9,2700,Matthew Robbins,Jim Strain,Cindy Williams,53,10000000,8667684,TriStar Pictures,89,-1332316,1
Queens Logic,6,4,1991,5.9,1500,Steve Rash,Tony Spiridakis,Kevin Bacon,53,19599756,612781,Carolco Pictures,100,-18986975,3
Body Parts,6,9,1991,5.6,4100,Eric Red,Pierre Boileau,Jeff Fahey,53,10000000,9188150,Paramount Pictures,88,-811850,3
One Good Cop,6,0,1991,5.9,3900,Heywood Gould,Heywood Gould,Michael Keaton,53,4000000,11276846,Hollywood Pictures,114,7276846,1
Year of the Gun,6,0,1991,5.6,2500,John Frankenheimer,Michael Mewshaw,Andrew McCarthy,53,19599756,1182273,Initial Films,111,-18417483,1
Strictly Business,5,4,1991,5.5,1900,Kevin Hooks,Pam Gibson,Tommy Davidson,53,19599756,7683267,Island World,83,-11916489,1
The Efficiency Expert,4,4,1992,6.2,1700,Mark Joffe,Max Dann,Anthony Hopkins,2,20491222,179469,Australian Film Finance Corporation (AFFC),85,-20311753,1
All I Want for Christmas,1,4,1991,6.0,4600,Robert Lieberman,Thom Eberhardt,Harley Jane Kozak,53,19599756,14812144,Paramount Pictures,92,-4787612,1
29th Street,6,4,1991,7.3,2700,George Gallo,Frank Pesce,Anthony LaPaglia,27,19599756,2120564,JVC Entertainment Networks,101,-17479192,3
Shout,5,6,1991,5.3,1800,Jeffrey Hornaday,Joe Gayton,John Travolta,53,19599756,3547684,Robert Simonds Productions,89,-16052072,1
Daughters of the Dust,9,6,1991,6.6,2300,Julie Dash,Julie Dash,Cora Lee Day,53,19599756,1689723,Geechee Girls,113,-17910033,3
Once Around,6,4,1991,6.5,4100,Lasse Hallström,Malia Scotch Marmo,Richard Dreyfuss,53,16000000,14851083,Cinecom Entertainment Group,115,-1148917,3
Sólo con tu pareja,3,4,1992,6.9,3500,Alfonso Cuarón,Alfonso Cuarón,Daniel Giménez Cacho,31,20491222,9915,Esperanto Filmoj,94,-20481307,1
The Taking of Beverly Hills,6,0,1991,5.1,1100,Sidney J. Furie,Sidney J. Furie,Ken Wahl,53,19000000,939277,Nelson Entertainment,96,-18060723,1
Run,6,0,1991,6.2,2600,Geoff Burrowes,Dennis Shryack,Patrick Dempsey,53,16000000,4409328,Hollywood Pictures,91,-11590672,1
Paradise,5,6,1991,6.7,2700,Mary Agnes Donoghue,Mary Agnes Donoghue,Melanie Griffith,53,19599756,18634643,Grand Highway Productions,111,-965113,3
Madame Bovary,5,6,1991,6.6,3600,Claude Chabrol,Gustave Flaubert,Isabelle Huppert,14,19599756,1942423,MK2 Productions,143,-17657333,3
Company Business,5,0,1991,5.6,2600,Nicholas Meyer,Nicholas Meyer,Gene Hackman,53,18000000,1501785,Pathé Entertainment,98,-16498215,1
Talent for the Game,4,6,1991,6.0,796,Robert M. Young,David Himmelstein,Edward James Olmos,53,19599756,336396,Paramount Pictures,91,-19263360,1
City of Hope,6,5,1991,7.3,2300,John Sayles,John Sayles,Vincent Spano,53,3000000,1345015,Esperanza Films Inc.,129,-1654985,3
Riff-Raff,6,4,1993,7.1,4300,Ken Loach,Bill Jesse,Robert Carlyle,52,18404496,295444,Parallax Pictures,95,-18109052,3
The Object of Beauty,6,4,1991,5.7,2000,Michael Lindsay-Hogg,Michael Lindsay-Hogg,John Malkovich,52,19599756,5136759,Avenue Pictures,103,-14462997,3
Liebestraum,6,12,1991,5.9,1500,Mike Figgis,Mike Figgis,Kevin Anderson,53,6900000,133645,Initial Entertainment Group (IEG),112,-6766355,3
Voyager,5,6,1992,6.7,3100,Volker Schlöndorff,Max Frisch,Sam Shepard,15,20491222,516517,Bioskop Film,117,-19974705,3
Closet Land,6,6,1991,7.1,2700,Radha Bharadwaj,Radha Bharadwaj,Madeleine Stowe,53,4000000,259012,Imagine Entertainment,89,-3740988,3
Crooked Hearts,6,6,1991,6.0,945,Michael Bortman,Robert Boswell,Peter Berg,53,19599756,30964,A&M Films,113,-19568792,3
The Unborn,6,6,1991,4.6,1100,Rodman Flender,John Brancato,Brooke Adams,53,19599756,1159578,Califilm,83,-18440178,1
Van Gogh,6,3,1992,7.2,2800,Maurice Pialat,Maurice Pialat,Jacques Dutronc,14,20491222,193205,Erato Films,158,-20298017,0
Late for Dinner,4,6,1991,6.4,1700,W.D. Richter,Mark Andrus,Peter Berg,53,14000000,8906823,Castle Rock Entertainment,99,-5093177,3
Lovers: A True Story,6,0,1991,7.0,2800,Vicente Aranda,Álvaro del Amo,Victoria Abril,45,19599756,1407309,Pedro Costa Producciones Cinematográficas,103,-18192447,1
Johnny Stecchino,6,4,1991,7.2,10000,Roberto Benigni,Roberto Benigni,Roberto Benigni,25,19599756,626057,Cecchi Gori Group Tiger Cinematografica,102,-18973699,3
Stepping Out,4,4,1991,6.4,1100,Lewis Gilbert,Richard Harris,Liza Minnelli,53,19599756,246000,Paramount Pictures,106,-19353756,1
The Inner Circle,5,3,1991,7.1,2000,Andrey Konchalovskiy,Andrey Konchalovskiy,Tom Hulce,25,19599756,93292,Numero Uno International,137,-19506464,0
Defenseless,6,12,1991,5.6,815,Martin Campbell,James Cresson,Barbara Hershey,53,19599756,6413375,New Visions Pictures,104,-13186381,3
Reservoir Dogs,6,5,1992,8.3,943000,Quentin Tarantino,Quentin Tarantino,Harvey Keitel,53,1200000,2913644,Live Entertainment,99,1713644,0
Basic Instinct,6,6,1992,7.0,186000,Paul Verhoeven,Joe Eszterhas,Michael Douglas,53,49000000,352927224,Carolco Pictures,127,303927224,0
Candyman,6,9,1992,6.6,74000,Bernard Rose,Clive Barker,Virginia Madsen,53,6000000,25795897,Candyman Films,99,19795897,3
My Cousin Vinny,6,4,1992,7.6,112000,Jonathan Lynn,Dale Launer,Joe Pesci,53,11000000,64088552,Twentieth Century Fox,120,53088552,3
The Last of the Mohicans,6,0,1992,7.7,156000,Michael Mann,James Fenimore Cooper,Daniel Day-Lewis,53,40000000,75505856,Morgan Creek Entertainment,112,35505856,0
Dracula,6,9,1992,7.4,199000,Francis Ford Coppola,Bram Stoker,Gary Oldman,52,40000000,215862692,American Zoetrope,128,175862692,3
Unforgiven,6,6,1992,8.2,385000,Clint Eastwood,David Webb Peoples,Clint Eastwood,53,14400000,159157447,Warner Bros.,130,144757447,0
A Few Good Men,6,6,1992,7.7,242000,Rob Reiner,Aaron Sorkin,Tom Cruise,53,41000000,243240178,Columbia Pictures,138,202240178,0
A League of Their Own,4,4,1992,7.3,97000,Penny Marshall,Kim Wilson,Tom Hanks,53,40000000,132440069,Columbia Pictures,128,92440069,0
The Bodyguard,6,0,1992,6.3,124000,Mick Jackson,Lawrence Kasdan,Kevin Costner,53,25000000,411006740,Kasdan Pictures,129,386006740,0
Scent of a Woman,6,6,1993,8.0,274000,Martin Brest,Giovanni Arpino,Al Pacino,53,31000000,134095253,Universal Pictures,156,103095253,0
Batman Returns,5,0,1992,7.0,280000,Tim Burton,Bob Kane,Michael Keaton,53,80000000,266892996,Warner Bros.,126,186892996,0
The Mighty Ducks,4,4,1992,6.6,62000,Stephen Herek,Steven Brill,Emilio Estevez,53,10000000,50752337,Avnet/Kerner Productions,104,40752337,1
Aladdin,1,2,1992,8.0,382000,Ron Clements,Ron Clements,Scott Weinger,53,28000000,504050219,Walt Disney Pictures,90,476050219,2
Sister Act,4,4,1992,6.4,91000,Emile Ardolino,Paul Rudnick,Whoopi Goldberg,53,31000000,231605150,Touchstone Pictures,100,200605150,1
Alien 3,6,0,1992,6.5,284000,David Fincher,Dan O'Bannon,Sigourney Weaver,53,50000000,159814498,Twentieth Century Fox,114,109814498,0
Death Becomes Her,5,4,1992,6.6,108000,Robert Zemeckis,Martin Donovan,Meryl Streep,53,55000000,149022650,Universal Pictures,104,94022650,3
Far and Away,5,1,1992,6.6,60000,Ron Howard,Bob Dolman,Tom Cruise,53,60000000,137783840,Imagine Films Entertainment,140,77783840,0
The Crying Game,6,5,1993,7.3,52000,Neil Jordan,Neil Jordan,Stephen Rea,52,18404496,62548947,Palace Pictures,112,44144451,3
Howards End,4,6,1993,7.4,30000,James Ivory,E.M. Forster,Anthony Hopkins,52,18404496,26341736,Merchant Ivory Productions,142,7937240,3
Under Siege,6,0,1992,6.5,80000,Andrew Davis,J.F. Lawton,Steven Seagal,14,35000000,156563139,Warner Bros.,103,121563139,0
Deep Cover,6,0,1992,6.9,9500,Bill Duke,Michael Tolkin,Laurence Fishburne,53,8000000,16639799,Image Organization,107,8639799,1
Single White Female,6,6,1992,6.4,34000,Barbet Schroeder,John Lutz,Bridget Fonda,53,16000000,48017402,Columbia Pictures,107,32017402,3
Cool World,5,2,1992,4.9,22000,Ralph Bakshi,Michael Grais,Gabriel Byrne,53,30000000,14110589,Bakshi Animation,102,-15889411,1
Glengarry Glen Ross,6,5,1992,7.7,98000,James Foley,David Mamet,Al Pacino,53,12500000,10725228,New Line Cinema,100,-1774772,3
Wayne's World,5,4,1992,7.0,148000,Penelope Spheeris,Mike Myers,Mike Myers,53,20000000,183097323,Paramount Pictures,94,163097323,3
Army of Darkness,6,4,1993,7.5,166000,Sam Raimi,Sam Raimi,Bruce Campbell,53,11000000,11502976,Dino De Laurentiis Company,81,502976,3
A River Runs Through It,4,6,1992,7.2,55000,Robert Redford,Norman Maclean,Craig Sheffer,53,12000000,43440294,Allied Filmmakers,123,31440294,3
Twin Peaks: Fire Walk with Me,6,6,1992,7.3,89000,David Lynch,David Lynch,Sheryl Lee,14,10000000,4184990,New Line Cinema,134,-5815010,3
Of Mice and Men,5,6,1992,7.5,41000,Gary Sinise,John Steinbeck,John Malkovich,53,20491222,5471088,Metro-Goldwyn-Mayer (MGM),115,-15020134,3
Beethoven,4,4,1992,5.7,68000,Brian Levant,John Hughes,Charles Grodin,53,20491222,147214049,Universal Pictures,87,126722827,1
Universal Soldier,6,0,1992,6.0,85000,Roland Emmerich,Richard Rothstein,Jean-Claude Van Damme,53,23000000,36299898,StudioCanal,102,13299898,1
Buffy the Vampire Slayer,5,0,1992,5.7,41000,Fran Rubel Kuzui,Joss Whedon,Kristy Swanson,53,7000000,16624456,Twentieth Century Fox,86,9624456,1
Sleepwalkers,6,8,1992,5.3,21000,Mick Garris,Stephen King,Brian Krause,53,15000000,30524763,Columbia Pictures,91,15524763,3
Chaplin,5,3,1993,7.5,55000,Richard Attenborough,David Robinson,Robert Downey Jr.,52,31000000,9493259,Carolco Pictures,143,-21506741,0
The Lover,6,3,1992,6.9,20000,Jean-Jacques Annaud,Marguerite Duras,Jane March,14,20491222,5013090,Films A2,115,-15478132,3
Home Alone 2: Lost in New York,4,1,1992,6.8,318000,Chris Columbus,John Hughes,Macaulay Culkin,53,28000000,358994850,Twentieth Century Fox,120,330994850,0
The Hand That Rocks the Cradle,6,6,1992,6.6,40000,Curtis Hanson,Amanda Silver,Annabella Sciorra,53,11700000,88036683,Hollywood Pictures,110,76336683,3
Newsies,4,6,1992,6.9,19000,Kenny Ortega,Bob Tzudiker,Christian Bale,53,15000000,2819485,Touchwood Pacific Partners 1,121,-12180515,3
Malcolm X,5,3,1992,7.7,89000,Spike Lee,Alex Haley,Denzel Washington,27,33000000,48169910,Largo International N.V.,202,15169910,0
Patriot Games,6,0,1992,6.9,106000,Phillip Noyce,Tom Clancy,Harrison Ford,53,45000000,178051587,Mace Neufeld Productions,117,133051587,0
Dead Alive,6,4,1993,7.5,93000,Peter Jackson,Stephen Sinclair,Timothy Balme,33,3000000,242623,WingNut Films,104,-2757377,3
Poison Ivy,6,6,1992,5.4,18000,Katt Shea,Melissa Goddard,Drew Barrymore,53,3000000,1829804,New Line Cinema,93,-1170196,3
Sneakers,5,4,1992,7.1,54000,Phil Alden Robinson,Phil Alden Robinson,Robert Redford,53,23000000,105232691,Parkes/Lasker productions,126,82232691,3
The Lawnmower Man,6,9,1992,5.4,34000,Brett Leonard,Stephen King,Jeff Fahey,52,10000000,32100816,Allied Vision,108,22100816,3
The Player,6,4,1992,7.5,56000,Robert Altman,Michael Tolkin,Tim Robbins,53,8000000,21706101,Avenue Pictures,124,13706101,3
Encino Man,4,4,1992,5.8,38000,Les Mayfield,George Zaloom,Sean Astin,53,7000000,40693477,Encino Man Productions,88,33693477,1
White Men Can't Jump,6,4,1992,6.8,78000,Ron Shelton,Ron Shelton,Wesley Snipes,53,20491222,90753806,Twentieth Century Fox,115,70262584,3
Lethal Weapon 3,6,0,1992,6.7,160000,Richard Donner,Jeffrey Boam,Mel Gibson,53,35000000,321731527,Warner Bros.,118,286731527,0
American Me,6,3,1992,7.2,8600,Edward James Olmos,Floyd Mutrux,Edward James Olmos,53,16000000,13086430,Hivemind,125,-2913570,3
El Mariachi,6,0,1993,6.9,64000,Robert Rodriguez,Robert Rodriguez,Carlos Gallardo,31,7000,2040920,Columbia Pictures,81,2033920,1
Bitter Moon,6,6,1994,7.2,37000,Roman Polanski,Pascal Bruckner,Hugh Grant,14,5000000,1862805,Canal+,139,-3137195,3
Pet Sematary II,6,8,1992,4.9,20000,Mary Lambert,Richard Outten,Edward Furlong,53,8000000,17092453,Paramount Pictures,100,9092453,3
Bad Lieutenant,2,5,1992,7.1,40000,Abel Ferrara,Zoë Lund,Harvey Keitel,53,1000000,2038916,Bad Lt. Productions,96,1038916,1
Singles,5,4,1992,6.7,28000,Cameron Crowe,Cameron Crowe,Bridget Fonda,53,20491222,18471850,Warner Bros.,99,-2019372,3
FernGully: The Last Rainforest,1,2,1992,6.5,28000,Bill Kroyer,Jim Cox,Samantha Mathis,2,24000000,32710894,FAI Films,76,8710894,1
HouseSitter,4,4,1992,6.1,23000,Frank Oz,Mark Stein,Steve Martin,53,26000000,94900635,Imagine Entertainment,102,68900635,1
School Ties,5,6,1992,6.9,23000,Robert Mandel,Dick Wolf,Brendan Fraser,53,18000000,14715067,Paramount Pictures,106,-3284933,3
Hoffa,6,3,1992,6.6,22000,Danny DeVito,David Mamet,Jack Nicholson,53,35000000,29302121,Twentieth Century Fox,140,-5697879,3
Juice,6,0,1992,7.1,25000,Ernest R. Dickerson,Ernest R. Dickerson,Omar Epps,53,5000000,20146880,Island World,95,15146880,1
Damage,6,6,1993,6.8,17000,Louis Malle,David Hare,Jeremy Irons,52,18404496,7532911,Nouvelles Éditions de Films (NEF),111,-10871585,3
Forever Young,4,6,1992,6.3,45000,Steve Miner,J.J. Abrams,Mel Gibson,53,20491222,127956187,Warner Bros.,102,107464965,3
Man Bites Dog,2,4,1993,7.5,37000,Rémy Belvaux,Rémy Belvaux,Benoît Poelvoorde,4,18404496,205569,Les Artistes Anonymes,95,-18198927,1
3 Ninjas,4,0,1992,5.3,21000,Jon Turteltaub,Kenny Kim,Victor Wong,53,6500000,29000301,Touchstone Pictures,84,22500301,1
Hellraiser III: Hell on Earth,6,9,1992,5.5,28000,Anthony Hickox,Peter Atkins,Terry Farrell,53,5000000,12534961,Fifth Avenue Entertainment,97,7534961,3
Body of Evidence,6,6,1993,4.5,14000,Uli Edel,Brad Mirman,Madonna,15,30000000,13273595,Constantin Film,99,-16726405,3
"Honey, I Blew Up the Kid",4,1,1992,4.9,42000,Randal Kleiser,Stuart Gordon,Rick Moranis,53,40000000,58662452,Touchwood Pacific Partners 1,89,18662452,1
Captain Ron,5,1,1992,5.8,21000,Thom Eberhardt,John Dwyer,Kurt Russell,53,24000000,22518097,Touchstone Pictures,100,-1481903,1
The Cutting Edge,4,4,1992,6.9,19000,Paul Michael Glaser,Tony Gilroy,D.B. Sweeney,53,20491222,25105517,Metro-Goldwyn-Mayer (MGM),101,4614295,1
Passenger 57,6,0,1992,5.9,46000,Kevin Hooks,Stewart Raffill,Wesley Snipes,53,15000000,44065653,Warner Bros.,84,29065653,1
Children of the Corn II: the Final Sacrifice,6,9,1993,4.3,7900,David Price,A L Katz,Terence Knox,53,900000,6980986,Fifth Avenue Entertainment,92,6080986,3
Ladybugs,5,4,1992,5.5,9100,Sidney J. Furie,Curtis Burch,Rodney Dangerfield,53,20491222,14796494,Ladybugs,90,-5694728,1
Radio Flyer,5,6,1992,7.0,13000,Richard Donner,David Mickey Evans,Lorraine Bracco,53,35000000,4651977,Columbia Pictures,114,-30348023,3
Strictly Ballroom,4,4,1993,7.2,26000,Baz Luhrmann,Baz Luhrmann,Paul Mercurio,2,18404496,11749595,Beyond Films,94,-6654901,3
Raising Cain,6,5,1992,6.1,15000,Brian De Palma,Brian De Palma,John Lithgow,53,12000000,37170057,Pacific Western,92,25170057,3
Orlando,5,3,1993,7.2,15000,Sally Potter,Virginia Woolf,Tilda Swinton,52,4000000,5378172,Adventure Pictures,94,1378172,3
Gladiator,6,0,1992,6.5,8500,Rowdy Herrington,Djordje Milicevic,James Marshall,53,20000000,9223441,Columbia Pictures,101,-10776559,1
Split Second,6,0,1992,6.2,13000,Tony Maylam,Gary Scott Thompson,Rutger Hauer,52,7000000,5430822,Challenge Film Corporation,90,-1569178,1
Tom and Jerry: The Movie,1,2,1993,5.4,10000,Phil Roman,Dennis Marks,Richard Kind,53,8000000,3560469,Turner Pictures (I),84,-4439531,1
Toys,5,1,1992,5.1,31000,Barry Levinson,Valerie Curtin,Robin Williams,53,43000000,23278931,Baltimore Pictures,118,-19721069,1
Romper Stomper,6,5,1992,6.8,38000,Geoffrey Wright,Geoffrey Wright,Russell Crowe,2,20491222,175340,Film Victoria,94,-20315882,3
1492: Conquest of Paradise,5,1,1992,6.5,29000,Ridley Scott,Rose Bosch,Gérard Depardieu,52,47000000,7191399,Gaumont,154,-39808601,0
Pure Country,4,6,1992,7.0,4100,Christopher Cain,Rex McGee,George Strait,53,10000000,15164458,Warner Bros.,112,5164458,3
Boomerang,6,4,1992,5.5,27000,Reginald Hudlin,Barry W. Blaustein,Eddie Murphy,53,42000000,131052444,Paramount Pictures,117,89052444,3
The Power of One,5,6,1992,7.2,9500,John G. Avildsen,Bryce Courtenay,Stephen Dorff,2,18000000,2827107,Alcor Films,127,-15172893,3
Dr. Giggles,6,4,1992,5.2,5900,Manny Coto,Manny Coto,Larry Drake,53,20491222,8403433,Dark Horse Entertainment,95,-12087789,1
Sidekicks,4,0,1993,5.1,8000,Aaron Norris,Lou Illar,Chuck Norris,53,18404496,17180393,Gallery Films,101,-1224103,1
Medicine Man,5,1,1992,6.0,22000,John McTiernan,Tom Schulman,Sean Connery,53,40000000,45500797,Hollywood Pictures,106,5500797,1
Honeymoon in Vegas,5,4,1992,5.8,17000,Andrew Bergman,Andrew Bergman,James Caan,53,25000000,35208854,Castle Rock Entertainment,96,10208854,1
Thunderheart,6,5,1992,6.8,15000,Michael Apted,John Fusco,Val Kilmer,53,15000000,22660758,TriStar Pictures,119,7660758,3
Stop! Or My Mom Will Shoot,5,0,1992,4.3,39000,Roger Spottiswoode,Blake Snyder,Sylvester Stallone,53,45000000,70611210,Northern Lights Entertainment,87,25611210,1
Innocent Blood,6,0,1992,6.2,9500,John Landis,Michael Wolk,Anne Parillaud,53,20000000,4943279,Warner Bros.,112,-15056721,1
Unlawful Entry,6,5,1992,6.3,15000,Jonathan Kaplan,George Putnam,Kurt Russell,27,20491222,57138719,Largo Entertainment,111,36647497,3
Lorenzo's Oil,5,3,1993,7.3,21000,George Miller,George Miller,Nick Nolte,53,30000000,7286388,Universal Pictures,129,-22713612,3
Final Analysis,6,6,1992,5.9,14000,Phil Joanou,Robert Berger,Richard Gere,53,32000000,28590665,Warner Bros.,124,-3409335,3
One False Move,6,5,1992,7.1,11000,Carl Franklin,Billy Bob Thornton,Bill Paxton,53,20491222,1543112,IRS Media,105,-18948110,3
Stay Tuned,4,1,1992,6.2,11000,Peter Hyams,Tom S. Parker,John Ritter,53,25000000,10736401,Morgan Creek Entertainment,88,-14263599,1
Consenting Adults,6,5,1992,5.7,7000,Alan J. Pakula,Matthew Chapman,Kevin Kline,53,18000000,21591728,Hollywood Pictures,99,3591728,3
Fortress,6,0,1993,5.9,28000,Stuart Gordon,Troy Neighbors,Christopher Lambert,2,8000000,6739141,Davis Entertainment,95,-1260859,1
Once Upon a Crime...,4,4,1992,5.9,4100,Eugene Levy,Rodolfo Sonego,John Candy,53,18000000,8669847,Ascot Film,94,-9330153,1
Mom and Dad Save the World,4,1,1992,5.4,4400,Greg Beeman,Chris Matheson,Teri Garr,53,14000000,2034470,Home Box Office (HBO),88,-11965530,1
Supercop,6,0,1992,6.9,20000,Stanley Tong,Edward Tang,Jackie Chan,17,900000,16270600,Golden Harvest Company,91,15370600,1
Jennifer 8,6,5,1992,6.3,16000,Bruce Robinson,Bruce Robinson,Andy Garcia,6,20000000,11390479,Paramount Pictures,124,-8609521,3
Bébé's Kids,5,2,1992,5.8,4900,Bruce W. Smith,Robin Harris,Faizon Love,53,20491222,8442162,Hyperion Pictures,72,-12049060,1
